Count,Inserted_Word,Filename
1,,
3,her,b-rea1-f1_hyp.trn.dtl
1,brushes,b-rea1-f1_hyp.trn.dtl
1,braces,b-rea1-f2_hyp.trn.dtl
1,go,b-rea1-f2_hyp.trn.dtl
1,had,b-rea1-f2_hyp.trn.dtl
1,her,b-rea1-f2_hyp.trn.dtl
1,her,b-rea1-f3_hyp.trn.dtl
1,sister,b-rea1-f3_hyp.trn.dtl
1,is,b-rea1-f4_hyp.trn.dtl
1,this,b-rea1-f4_hyp.trn.dtl
1,brushes,b-rea1-f5_hyp.trn.dtl
1,her,b-rea1-f5_hyp.trn.dtl
1,brushes,b-rea1-f6_hyp.trn.dtl
1,dual,b-rea1-f6_hyp.trn.dtl
1,her,b-rea1-f6_hyp.trn.dtl
2,send,b-rea1-m1_hyp.trn.dtl
1,brushes,b-rea1-m1_hyp.trn.dtl
1,her,b-rea1-m1_hyp.trn.dtl
1,it,b-rea1-m1_hyp.trn.dtl
2,her,b-rea1-m2_hyp.trn.dtl
1,brushes,b-rea1-m2_hyp.trn.dtl
1,down,b-rea1-m2_hyp.trn.dtl
1,brushes,b-rea1-m3_hyp.trn.dtl
1,hair,b-rea1-m3_hyp.trn.dtl
1,the,b-rea1-m4_hyp.trn.dtl
2,her,b-rea1-m5_hyp.trn.dtl
1,brushes,b-rea1-m5_hyp.trn.dtl
1,can,b-rea1-m5_hyp.trn.dtl
1,of,b-rea1-m5_hyp.trn.dtl
1,brushes,b-rea1-m6_hyp.trn.dtl
1,her,b-rea1-m6_hyp.trn.dtl
1,the,b-rea1-m6_hyp.trn.dtl
1,brushes,c-rea1-f1_hyp.trn.dtl
1,had,c-rea1-f1_hyp.trn.dtl
1,hair,c-rea1-f1_hyp.trn.dtl
1,how,c-rea1-f1_hyp.trn.dtl
1,me,c-rea1-f1_hyp.trn.dtl
1,brushes,c-rea1-f2_hyp.trn.dtl
1,hair,c-rea1-f2_hyp.trn.dtl
1,and,c-rea1-f3_hyp.trn.dtl
1,hair,c-rea1-f3_hyp.trn.dtl
1,lazygirls,c-rea1-f3_hyp.trn.dtl
1,would,c-rea1-f3_hyp.trn.dtl
1,hair,c-rea1-f5_hyp.trn.dtl
1,her,c-rea1-f5_hyp.trn.dtl
1,send,c-rea1-f5_hyp.trn.dtl
1,to,c-rea1-f5_hyp.trn.dtl
1,all,c-rea1-f6_hyp.trn.dtl
1,hair,c-rea1-f6_hyp.trn.dtl
1,i,c-rea1-m1_hyp.trn.dtl
1,to,c-rea1-m1_hyp.trn.dtl
1,brushes,c-rea1-m2_hyp.trn.dtl
1,hair,c-rea1-m2_hyp.trn.dtl
1,since,c-rea1-m2_hyp.trn.dtl
1,would,c-rea1-m2_hyp.trn.dtl
1,an,c-rea1-m4_hyp.trn.dtl
1,hair,c-rea1-m4_hyp.trn.dtl
1,jules,c-rea1-m4_hyp.trn.dtl
1,very,c-rea1-m4_hyp.trn.dtl
1,hair,c-rea1-m5_hyp.trn.dtl
1,jules,c-rea1-m5_hyp.trn.dtl
